state,agencyType,agencyName,q01,q02,q03,q04,population,addendum,
Pennsylvania,Cities,"Mahoning Township, Montour County",0,0,0,0,"4,184",0,
Pennsylvania,Cities,Main Township,0,0,0,0,"1,235",0,
Pennsylvania,Cities,Malvern,0,0,0,0,"3,030",0,
Pennsylvania,Cities,Manheim,0,0,0,0,"4,907",0,
Pennsylvania,Cities,Manheim Township,DNR,0,0,0,"38,507",0,
Pennsylvania,Cities,Manor,0,0,0,0,"3,239",0,
Pennsylvania,Cities,"Manor Township, Armstrong County",0,0,0,0,"4,208",0,
Pennsylvania,Cities,"Manor Township, Lancaster County",0,0,0,0,"19,805",0,
Pennsylvania,Cities,Mansfield,0,0,0,0,"3,655",0,
Pennsylvania,Cities,Marcus Hook,0,0,0,0,"2,403",0,
Pennsylvania,Cities,Marietta,0,0,0,0,"2,613",0,
Pennsylvania,Cities,Marion Township,0,0,0,0,"1,694",0,
Pennsylvania,Cities,Marion Township,0,0,0,DNR,913,0,
Pennsylvania,Cities,Marlborough Township,0,0,0,0,"3,203",0,
Pennsylvania,Cities,Marple Township,0,0,0,0,"23,479",0,
Pennsylvania,Cities,Mars,0,DNR,DNR,DNR,"1,710",0,
Pennsylvania,Cities,Martinsburg,0,0,0,DNR,"1,962",0,
Pennsylvania,Cities,Marysville,0,0,0,0,"2,542",0,
Pennsylvania,Cities,Masontown,0,0,0,0,"3,443",0,
Pennsylvania,Cities,Mayfield,0,0,0,DNR,"1,808",0,
Pennsylvania,Cities,McAdoo,0,0,0,0,"2,291",0,
Pennsylvania,Cities,McCandless,0,0,0,0,"28,561",0,
Pennsylvania,Cities,McDonald Borough,0,0,0,0,"2,156",0,
Pennsylvania,Cities,McKees Rocks,0,0,0,0,"6,128",0,
Pennsylvania,Cities,McKeesport,0,0,0,0,"21,603",0,
Pennsylvania,Cities,McSherrystown,0,0,0,0,"3,045",0,
Pennsylvania,Cities,Meadville,0,0,0,0,"13,638",0,
Pennsylvania,Cities,Mechanicsburg,0,0,0,0,"9,060",0,
Pennsylvania,Cities,Media,0,0,0,0,"5,340",0,
Pennsylvania,Cities,Mercer,0,0,0,0,"1,994",0,
Pennsylvania,Cities,Mercersburg,0,0,0,0,"1,577",0,
Pennsylvania,Cities,Meshoppen,0,0,0,0,"1,464",0,
Pennsylvania,Cities,Meyersdale,0,0,0,0,"2,178",0,
Pennsylvania,Cities,Middleburg,0,0,0,0,"1,310",0,
Pennsylvania,Cities,"Middlesex Township, Butler County",0,0,0,0,"5,428",0,
Pennsylvania,Cities,"Middlesex Township, Cumberland County",0,0,0,DNR,"7,099",0,
Pennsylvania,Cities,Middletown,0,0,0,0,"8,942",0,
Pennsylvania,Cities,Middletown Township,0,0,0,0,"45,614",0,
Pennsylvania,Cities,Midland,0,0,0,0,"2,634",0,
Pennsylvania,Cities,Midway,0,0,0,0,916,0,
Pennsylvania,Cities,Mifflin,0,0,DNR,DNR,636,0,
Pennsylvania,Cities,Mifflin County Regional,0,0,0,0,"20,833",0,
Pennsylvania,Cities,Mifflinburg,0,0,0,0,"3,549",0,
Pennsylvania,Cities,Milford,0,0,0,0,"1,016",0,
Pennsylvania,Cities,Mill Hall,0,DNR,DNR,DNR,"1,625",0,
Pennsylvania,Cities,Millbourne,0,0,0,0,"1,161",0,
Pennsylvania,Cities,"Millcreek Township, Erie County",0,0,0,0,"53,615",0,
Pennsylvania,Cities,"Millcreek Township, Lebanon County",0,0,0,0,"5,450",0,
Pennsylvania,Cities,Millersburg,0,0,0,0,"2,569",0,
Pennsylvania,Cities,Millersville,0,0,0,0,"7,900",0,
Pennsylvania,Cities,Millvale,0,0,0,0,"3,758",0,
Pennsylvania,Cities,Millville,0,0,0,0,949,0,
Pennsylvania,Cities,Minersville,0,0,0,0,"4,381",0,
Pennsylvania,Cities,Mohnton,0,0,0,0,"3,055",0,
Pennsylvania,Cities,Monaca,0,0,0,0,"5,737",0,
Pennsylvania,Cities,Monessen,0,0,0,0,"7,718",0,
Pennsylvania,Cities,Monongahela,0,0,0,0,"4,316",0,
Pennsylvania,Cities,Monroeville,0,0,0,0,"28,491",0,
Pennsylvania,Cities,Montgomery,0,DNR,DNR,DNR,"1,591",0,
Pennsylvania,Cities,Montgomery Township,0,0,0,0,"24,981",0,
Pennsylvania,Cities,Montoursville,0,0,0,0,"4,649",0,
Pennsylvania,Cities,Montrose,0,0,0,0,"1,613",0,
Pennsylvania,Cities,Moon Township,0,0,0,0,"24,272",0,
Pennsylvania,Cities,Moore Township,DNR,0,0,0,"9,232",0,
Pennsylvania,Cities,Moosic,0,0,0,0,"5,720",0,
Pennsylvania,Cities,Morris-Cooper Regional,0,0,0,0,"5,631",0,
Pennsylvania,Cities,Morrisville,0,0,0,0,"8,761",0,
Pennsylvania,Cities,Morton,0,0,0,0,"2,674",0,
Pennsylvania,Cities,Moscow,0,0,0,0,"2,027",0,
Pennsylvania,Cities,Mount Carmel,0,0,0,0,"5,906",0,
Pennsylvania,Cities,Mount Carmel Township,0,0,0,0,"3,146",0,
Pennsylvania,Cities,Mount Gretna Borough,0,0,0,DNR,200,0,
Pennsylvania,Cities,Mount Holly Springs,0,0,0,0,"2,049",0,
Pennsylvania,Cities,Mount Jewett,0,0,0,0,915,0,
Pennsylvania,Cities,Mount Joy,0,0,0,0,"7,484",0,
Pennsylvania,Cities,Mount Lebanon,0,0,0,0,"33,260",0,
Pennsylvania,Cities,Mount Oliver,0,0,0,0,"3,416",0,
Pennsylvania,Cities,Mount Pleasant,0,0,0,0,"4,454",0,
Pennsylvania,Cities,Mount Pleasant Township,0,0,0,0,"3,528",0,
Pennsylvania,Cities,Mount Union,0,0,0,DNR,"2,439",0,
Pennsylvania,Cities,Mountville,0,0,0,0,"2,829",0,
Pennsylvania,Cities,Muhlenberg Township,0,0,0,0,"19,696",0,
Pennsylvania,Cities,Muncy,0,0,0,0,"2,495",0,
Pennsylvania,Cities,Munhall,0,0,0,0,"11,449",0,
Pennsylvania,Cities,Murrysville,0,0,0,0,"20,072",0,
Pennsylvania,Cities,Myerstown,0,0,0,0,"3,084",0,
Pennsylvania,Cities,Nanticoke,0,0,0,0,"10,473",0,
Pennsylvania,Cities,Nanty Glo,0,0,0,0,"2,716",0,
Pennsylvania,Cities,Narberth,0,0,0,0,"4,316",0,
Pennsylvania,Cities,Nazareth,0,0,0,DNR,"5,767",0,
Pennsylvania,Cities,Nescopeck,0,0,0,0,"1,585",0,
Pennsylvania,Cities,Neshannock Township,0,0,0,0,"9,561",0,
Pennsylvania,Cities,Nesquehoning,0,0,0,0,"3,348",0,
Pennsylvania,Cities,Nether Providence Township,0,0,0,0,"13,736",0,
Pennsylvania,Cities,Neville Township,0,0,0,0,"1,088",0,
Pennsylvania,Cities,New Beaver,0,0,0,0,"1,493",0,
Pennsylvania,Cities,New Berlin,0,0,0,0,874,0,
Pennsylvania,Cities,New Bethlehem,0,DNR,DNR,DNR,"2,890",0,
Pennsylvania,Cities,New Brighton,0,0,0,0,"9,213",0,
Pennsylvania,Cities,New Britain,0,0,0,0,"3,162",0,
Pennsylvania,Cities,New Britain Township,0,0,0,0,"11,113",0,
Pennsylvania,Cities,New Castle,0,0,0,DNR,"23,165",0,
Pennsylvania,Cities,New Castle Township,0,0,0,0,414,0,
Pennsylvania,Cities,New Cumberland,0,0,0,0,"7,341",0,
Pennsylvania,Cities,New Florence,0,0,0,DNR,686,0,
Pennsylvania,Cities,New Garden Township,0,0,0,0,"12,109",0,
Pennsylvania,Cities,New Hanover Township,0,0,0,0,"11,024",0,
Pennsylvania,Cities,New Holland,0,0,0,0,"5,432",0,
Pennsylvania,Cities,New Hope,0,0,0,0,"2,538",0,
Pennsylvania,Cities,New Kensington,0,0,0,DNR,"13,112",0,
Pennsylvania,Cities,New Philadelphia,0,0,0,0,"1,082",0,
Pennsylvania,Cities,New Sewickley Township,0,0,0,0,"7,359",0,
Pennsylvania,Cities,New Wilmington,0,0,0,DNR,"2,463",0,
Pennsylvania,Cities,Newberry Township,0,0,0,0,"15,368",0,
Pennsylvania,Cities,Newport Township,0,0,0,DNR,"5,378",0,
Pennsylvania,Cities,Newton Township,0,0,0,0,"2,848",0,
Pennsylvania,Cities,Newtown,0,0,0,0,"2,257",0,
Pennsylvania,Cities,"Newtown Township, Bucks County",0,0,0,0,"22,382",0,
Pennsylvania,Cities,"Newtown Township, Delaware County",0,0,0,0,"12,244",0,
Pennsylvania,Cities,Newville,0,DNR,DNR,DNR,"1,337",0,
Pennsylvania,Cities,Norristown,0,0,0,0,"34,584",0,
Pennsylvania,Cities,North Beaver,DNR,DNR,0,0,"4,101",0,
Pennsylvania,Cities,North Belle Vernon,0,0,0,0,"1,970",0,
Pennsylvania,Cities,North Braddock,0,DNR,DNR,DNR,"4,875",0,
Pennsylvania,Cities,North Buffalo,0,0,DNR,DNR,"2,999",0,
Pennsylvania,Cities,North Catasauqua,0,0,0,0,"2,859",0,
Pennsylvania,Cities,North Cornwall Township,0,0,0,0,"7,634",0,
Pennsylvania,Cities,North Coventry Township,0,0,0,0,"7,949",0,
Pennsylvania,Cities,North East,0,0,0,DNR,"4,302",0,
Pennsylvania,Cities,North Fayette Township,0,0,0,DNR,"13,988",0,
Pennsylvania,Cities,North Franklin Township,0,0,0,0,"4,601",0,
Pennsylvania,Cities,North Huntingdon Township,0,0,0,0,"30,599",0,
Pennsylvania,Cities,North Lebanon Township,0,0,0,0,"11,512",0,
Pennsylvania,Cities,North Londonderry Township,0,0,0,0,"8,126",0,
Pennsylvania,Cities,North Middleton Township,0,0,0,0,"11,243",0,
Pennsylvania,Cities,North Sewickley Township,0,0,DNR,DNR,"5,489",0,
Pennsylvania,Cities,North Strabane Township,0,0,0,DNR,"13,460",0,
Pennsylvania,Cities,North Union Township,0,0,0,0,"1,470",0,
Pennsylvania,Cities,North Versailles Township,0,0,0,0,"10,269",0,
Pennsylvania,Cities,North Wales,0,0,0,0,"3,254",0,
Pennsylvania,Cities,North Woodbury,0,0,0,0,"2,650",0,
Pennsylvania,Cities,Northampton,0,0,0,0,"9,962",0,
Pennsylvania,Cities,Northampton Township,0,0,0,0,"39,883",0,
Pennsylvania,Cities,Northeastern Regional,0,0,0,0,"11,485",0,
Pennsylvania,Cities,Northern Berks Regional,0,0,0,0,"12,734",0,
Pennsylvania,Cities,Northern Cambria Borough,0,0,0,0,"3,810",0,
Pennsylvania,Cities,Northern Lancaster County Regional,0,0,0,0,"33,197",0,
Pennsylvania,Cities,Northern Regional,0,0,0,0,"30,795",0,
Pennsylvania,Cities,Northern York Regional,0,0,0,0,"66,974",0,
Pennsylvania,Cities,Northumberland,0,0,0,0,"3,813",0,
Pennsylvania,Cities,Northwest Lancaster County Regional,0,0,0,0,"18,306",0,
Pennsylvania,Cities,Norwood,0,0,0,0,"5,903",0,
Pennsylvania,Cities,O'Hara Township,0,0,0,0,"8,438",0,
Pennsylvania,Cities,Oakdale,0,0,DNR,DNR,"1,463",0,
Pennsylvania,Cities,Oakland,0,0,0,DNR,615,0,
Pennsylvania,Cities,Oakmont,0,0,0,DNR,"6,327",0,
Pennsylvania,Cities,Ohio Township,0,0,0,0,"4,775",0,
Pennsylvania,Cities,Ohioville,0,0,0,0,"3,533",0,
Pennsylvania,Cities,Oil City,0,0,0,0,"10,516",0,
Pennsylvania,Cities,Old Forge,0,0,0,0,"8,314",0,
Pennsylvania,Cities,Old Lycoming Township,0,0,0,0,"4,974",0,
Pennsylvania,Cities,Oley Township,0,0,0,0,"3,632",0,
Pennsylvania,Cities,Orangeville Area,0,0,0,0,"1,767",0,
Pennsylvania,Cities,Orwigsburg,0,0,0,0,"3,089",0,
Pennsylvania,Cities,Osceola Township,0,0,0,DNR,667,0,
Pennsylvania,Cities,Otto Eldred Regional,0,0,0,0,"2,372",0,
Pennsylvania,Cities,Overfield Township,0,0,0,0,"2,937",0,
Pennsylvania,Cities,Oxford,0,0,0,DNR,"5,129",0,
Pennsylvania,Cities,Paint Township,0,0,0,0,"5,282",0,
Pennsylvania,Cities,Palmer Township,0,0,0,0,"20,767",0,
Pennsylvania,Cities,Palmerton,0,0,0,0,"5,415",0,
Pennsylvania,Cities,Palmyra,0,0,0,0,"7,374",0,
Pennsylvania,Cities,Palo Alto,0,0,0,0,"1,029",0,
Pennsylvania,Cities,Parker,0,0,DNR,DNR,835,0,
Pennsylvania,Cities,Parkesburg,0,0,0,0,"3,630",0,
Pennsylvania,Cities,Parks Township,0,0,0,DNR,"2,733",0,
Pennsylvania,Cities,Parkside,0,0,DNR,DNR,"2,334",0,
Pennsylvania,Cities,Patterson Township,0,0,0,0,"3,029",0,
Pennsylvania,Cities,Patton,0,0,0,0,"1,758",0,
Pennsylvania,Cities,Patton Township,0,0,0,0,"15,375",0,
Pennsylvania,Cities,Paxtang,0,0,0,0,"1,570",0,
Pennsylvania,Cities,Pen Argyl,0,0,0,0,"3,607",0,
Pennsylvania,Cities,Penbrook,0,0,0,0,"3,022",0,
Pennsylvania,Cities,Penn Hills,0,0,0,0,"42,488",0,
Pennsylvania,Cities,"Penn Township, Butler County",0,0,0,0,"5,107",0,
Pennsylvania,Cities,"Penn Township, Perry County",0,0,0,0,"3,235",0,
Pennsylvania,Cities,"Penn Township, Westmoreland County",0,0,0,0,"19,999",0,
Pennsylvania,Cities,"Penn Township, York County",0,0,0,0,"15,697",0,
Pennsylvania,Cities,Penndel,0,0,0,0,"2,513",0,
Pennsylvania,Cities,Pennridge Regional,0,0,0,0,"11,006",0,
Pennsylvania,Cities,Pequea Township,0,0,0,0,"4,650",0,
Pennsylvania,Cities,Perkasie,0,0,0,0,"8,544",0,
Pennsylvania,Cities,Perryopolis,0,0,0,0,"1,781",0,
Pennsylvania,Cities,Peters Township,0,0,0,0,"21,296",0,
Pennsylvania,Cities,Philadelphia,8,1,0,2,"1,538,957",0,
Pennsylvania,Cities,Phoenixville,0,0,0,0,"16,612",0,
Pennsylvania,Cities,Pine Creek Township,0,0,0,0,"3,240",0,
Pennsylvania,Cities,Pitcairn,0,0,0,0,"3,306",0,
Pennsylvania,Cities,Pittsburgh,2,DNR,DNR,1,"312,112",0,
Pennsylvania,Cities,Pittston,0,0,0,0,"7,745",0,
Pennsylvania,Cities,Plainfield Township,0,0,0,0,"6,161",0,
Pennsylvania,Cities,Plains Township,0,0,0,0,"9,969",0,
Pennsylvania,Cities,Pleasant Hills,0,0,0,0,"8,298",0,
Pennsylvania,Cities,Plum,0,0,0,0,"27,227",0,
Pennsylvania,Cities,Plumstead Township,0,0,DNR,0,"12,492",0,
Pennsylvania,Cities,"Plymouth Township, Montgomery County",0,0,0,0,"16,651",0,
Pennsylvania,Cities,Pocono Mountain Regional,0,0,0,0,"39,122",0,
Pennsylvania,Cities,Pocono Township,0,0,0,0,"11,078",0,
Pennsylvania,Cities,Point Marion,0,0,0,0,"1,156",0,
Pennsylvania,Cities,Point Township,0,0,0,0,"3,692",0,
Pennsylvania,Cities,Polk,0,0,0,DNR,814,0,
Pennsylvania,Cities,Port Allegany,0,0,0,0,"2,148",0,
Pennsylvania,Cities,Port Carbon,0,DNR,0,DNR,"1,882",0,
Pennsylvania,Cities,Port Vue,0,0,0,0,"3,812",0,
Pennsylvania,Cities,Portage,0,0,0,0,"2,621",0,
Pennsylvania,Cities,Portland,0,0,0,0,521,0,
Pennsylvania,Cities,Pottstown,0,0,0,0,"22,546",0,
Pennsylvania,Cities,Pottsville,0,0,0,0,"14,272",0,
Pennsylvania,Cities,Pringle,0,0,0,0,980,0,
Pennsylvania,Cities,Prospect Park,0,0,0,0,"6,467",0,
Pennsylvania,Cities,Pulaski Township,0,0,0,0,"3,437",0,
Pennsylvania,Cities,Punxsutawney,0,0,0,0,"5,945",0,
Pennsylvania,Cities,Pymatuning Township,0,0,0,0,"3,270",0,
Pennsylvania,Cities,Quakertown,0,0,0,0,"9,013",0,
Pennsylvania,Cities,Quarryville,0,0,0,0,"2,600",0,
Pennsylvania,Cities,Raccoon Township,0,0,0,DNR,"3,064",0,
Pennsylvania,Cities,Radnor Township,0,0,0,DNR,"31,598",0,
Pennsylvania,Cities,Ralpho Township,DNR,0,DNR,DNR,"4,329",0,
Pennsylvania,Cities,Rankin,0,0,0,0,"2,130",0,
Pennsylvania,Cities,Reading,1,2,0,0,"88,557",0,
Pennsylvania,Cities,Redstone Township,0,0,0,DNR,"5,553",0,
Pennsylvania,Cities,Reilly Township,0,0,0,0,723,0,
Pennsylvania,Cities,Resa Regional,0,0,DNR,DNR,"2,568",0,
Pennsylvania,Cities,Reserve Township,0,0,0,DNR,"3,344",0,
Pennsylvania,Cities,Reynoldsville,0,0,0,0,"2,750",0,
Pennsylvania,Cities,Rice Township,0,0,0,0,"3,338",0,
Pennsylvania,Cities,"Richland Township, Bucks County",0,0,0,0,"13,104",0,
Pennsylvania,Cities,"Richland Township, Cambria County",0,0,0,0,"12,919",0,
Pennsylvania,Cities,Ridgway,0,0,0,0,"4,060",0,
Pennsylvania,Cities,Ridley Park,0,0,0,0,"7,017",0,
Pennsylvania,Cities,Ridley Township,0,0,0,0,"30,837",0,
Pennsylvania,Cities,Ringtown,0,0,0,0,814,0,
Pennsylvania,Cities,Riverside,0,0,0,0,"1,937",0,
Pennsylvania,Cities,Roaring Brook Township,0,0,0,0,"1,908",0,
Pennsylvania,Cities,Roaring Spring,0,0,0,0,"2,589",0,
Pennsylvania,Cities,Robeson Township,0,0,0,0,"7,240",0,
Pennsylvania,Cities,"Robinson Township, Allegheny County",0,0,0,0,"13,405",0,
Pennsylvania,Cities,"Robinson Township, Washington County",0,0,0,0,"1,937",0,
Pennsylvania,Cities,Rochester,0,0,0,0,"3,657",0,
Pennsylvania,Cities,Rochester Township,0,0,0,0,"2,803",0,
Pennsylvania,Cities,Rockledge,0,0,0,DNR,"2,563",0,
Pennsylvania,Cities,Rockwood,0,DNR,DNR,DNR,887,0,
Pennsylvania,Cities,Roseto,1,0,0,0,"1,574",0,
Pennsylvania,Cities,Ross Township,1,0,0,0,"31,222",0,
Pennsylvania,Cities,Rosslyn Farms,0,0,0,0,429,0,
Pennsylvania,Cities,Rostraver Township,0,0,DNR,DNR,"11,358",0,
Pennsylvania,Cities,Royalton,0,0,0,0,911,0,
Pennsylvania,Cities,Royersford,0,0,0,0,"4,789",0,
Pennsylvania,Cities,Rural Valley,0,0,0,0,878,0,
Pennsylvania,Cities,Rush Township,0,0,0,DNR,"3,400",0,
Pennsylvania,Cities,Ryan Township,0,0,0,0,"2,457",0,
Pennsylvania,Cities,"Sadsbury Township, Chester County",0,0,0,0,"3,607",0,
Pennsylvania,Cities,"Salem Township, Luzerne County",0,0,0,0,"4,257",0,
Pennsylvania,Cities,Salisbury Township,0,0,0,0,"13,657",0,
Pennsylvania,Cities,Saltsburg,0,0,0,0,872,0,
Pennsylvania,Cities,Sandy Lake,0,0,0,0,656,0,
Pennsylvania,Cities,Sandy Township,0,0,0,0,"10,600",0,
Pennsylvania,Cities,Sankertown,0,0,0,0,671,0,
Pennsylvania,Cities,Saxonburg,0,0,DNR,DNR,"1,534",0,
Pennsylvania,Cities,Saxton,0,0,0,0,735,0,
Pennsylvania,Cities,Sayre,0,0,0,0,"6,656",0,
Pennsylvania,Cities,Schuylkill Haven,0,0,0,0,"5,416",0,
Pennsylvania,Cities,"Schuylkill Township, Chester County",0,DNR,DNR,DNR,"8,603",0,
Pennsylvania,Cities,"Scott Township, Allegheny County",0,0,0,0,"17,087",0,
Pennsylvania,Cities,"Scott Township, Columbia County",0,0,0,0,"5,113",0,
Pennsylvania,Cities,"Scott Township, Lackawanna County",0,0,0,0,"4,906",0,
Pennsylvania,Cities,Scottdale,0,0,0,0,"4,382",0,
Pennsylvania,Cities,Scranton,0,0,0,0,"76,118",0,
Pennsylvania,Cities,Selinsgrove,0,0,1,0,"5,781",0,
Pennsylvania,Cities,Seward,0,0,0,0,495,0,
Pennsylvania,Cities,Sewickley,0,0,0,0,"4,391",0,
Pennsylvania,Cities,Sewickley Heights,0,0,0,0,814,0,
Pennsylvania,Cities,Shaler Township,0,0,0,0,"28,865",0,
Pennsylvania,Cities,Shamokin,0,0,0,0,"7,390",0,
Pennsylvania,Cities,Shamokin Dam,0,0,0,0,"1,687",0,
Pennsylvania,Cities,Sharon,0,0,0,0,"13,986",0,
Pennsylvania,Cities,Sharon Hill,0,0,0,0,"5,709",0,
Pennsylvania,Cities,Sharpsburg,0,0,0,0,"3,459",0,
Pennsylvania,Cities,Sheffield Township,0,DNR,DNR,DNR,"2,104",0,
Pennsylvania,Cities,Shenandoah,0,0,DNR,DNR,"5,053",0,
Pennsylvania,Cities,"Shenango Township, Lawrence County",0,DNR,DNR,DNR,"7,443",0,
Pennsylvania,Cities,Shickshinny,0,0,0,DNR,837,0,
Pennsylvania,Cities,Shillington,0,0,0,0,"5,291",0,
Pennsylvania,Cities,Shinglehouse,0,0,0,0,"1,129",0,
Pennsylvania,Cities,Shippensburg,0,0,0,0,"5,540",0,
Pennsylvania,Cities,Shippingport,0,0,0,0,214,0,
Pennsylvania,Cities,Shiremanstown,0,0,0,0,"1,582",0,
Pennsylvania,Cities,Shohola Township,0,0,0,0,"2,457",0,
Pennsylvania,Cities,Silver Lake Township,0,0,0,0,"1,712",0,
Pennsylvania,Cities,Silver Spring Township,0,0,0,0,"13,777",0,
Pennsylvania,Cities,Sinking Spring,0,0,0,0,"4,023",0,
Pennsylvania,Cities,Slatington,0,0,0,0,"4,280",0,
Pennsylvania,Cities,Slippery Rock,0,0,0,0,"3,645",0,
Pennsylvania,Cities,Smith Township,0,0,0,DNR,"4,493",0,
Pennsylvania,Cities,Smithfield,0,0,0,0,873,0,
Pennsylvania,Cities,Smithton Borough,0,DNR,DNR,DNR,399,0,
Pennsylvania,Cities,Solebury Township,0,0,0,0,"8,726",0,
Pennsylvania,Cities,Somerset,0,0,0,0,"6,258",0,
Pennsylvania,Cities,Souderton,0,0,0,0,"6,669",0,
Pennsylvania,Cities,South Abington Township,0,0,0,0,"9,078",0,
Pennsylvania,Cities,South Beaver Township,0,0,0,DNR,"2,716",0,
Pennsylvania,Cities,South Buffalo Township,0,0,0,0,"2,627",0,
Pennsylvania,Cities,South Centre Township,0,0,0,0,"4,260",0,
Pennsylvania,Cities,South Coatesville,0,0,0,0,"1,316",0,
Pennsylvania,Cities,South Connellsville Borough,0,0,0,0,"1,966",0,
Pennsylvania,Cities,South Fayette Township,0,0,0,0,"14,470",0,
Pennsylvania,Cities,South Fork,0,0,0,0,923,0,
Pennsylvania,Cities,South Greensburg,0,0,0,0,"2,115",0,
Pennsylvania,Cities,South Heidelberg Township,0,0,0,0,"7,295",0,
Pennsylvania,Cities,South Heights,0,DNR,DNR,DNR,475,0,
Pennsylvania,Cities,South Lebanon Township,0,0,0,0,"9,525",0,
Pennsylvania,Cities,South Londonderry Township,0,0,0,0,"7,044",0,
Pennsylvania,Cities,South New Castle,0,DNR,DNR,DNR,705,0,
Pennsylvania,Cities,South Park Township,0,0,0,0,"13,466",0,
Pennsylvania,Cities,South Pymatuning Township,0,0,0,0,"2,686",0,
Pennsylvania,Cities,South Strabane Township,0,0,0,0,"9,382",0,
Pennsylvania,Cities,South Whitehall Township,0,0,0,DNR,"19,394",0,
Pennsylvania,Cities,South Williamsport,0,0,0,0,"6,426",0,
Pennsylvania,Cities,Southern Regional Lancaster County,0,0,0,0,"3,812",0,
Pennsylvania,Cities,Southern Regional York County,0,0,0,0,"10,649",0,
Pennsylvania,Cities,Southwest Greensburg,0,0,0,0,"2,153",0,
Pennsylvania,Cities,Southwest Mercer County Regional,0,0,0,0,"10,496",0,
Pennsylvania,Cities,Southwest Regional,0,0,0,0,"13,870",0,
Pennsylvania,Cities,Southwestern Regional,0,0,0,DNR,"17,625",0,
Pennsylvania,Cities,Spring City,0,DNR,DNR,DNR,"3,357",0,
Pennsylvania,Cities,Spring Garden Township,0,0,0,0,"12,785",0,
Pennsylvania,Cities,"Spring Township, Berks County",0,0,0,0,"27,212",0,
Pennsylvania,Cities,"Spring Township, Centre County",0,0,0,0,"7,500",0,
Pennsylvania,Cities,"Spring Township, Snyder County",0,0,0,DNR,"1,619",0,
Pennsylvania,Cities,Springdale,0,0,0,DNR,"3,418",0,
Pennsylvania,Cities,Springdale Township,0,0,0,0,"1,642",0,
Pennsylvania,Cities,Springettsbury Township,0,0,0,0,"26,801",0,
Pennsylvania,Cities,"Springfield Township, Bucks County",0,0,0,0,"5,056",0,
Pennsylvania,Cities,"Springfield Township, Delaware County",0,0,0,0,"24,264",0,
Pennsylvania,Cities,"Springfield Township, Montgomery County",0,0,0,0,"19,563",0,
Pennsylvania,Cities,St. Clair Boro,0,0,0,DNR,"2,992",0,
Pennsylvania,Cities,St. Clair Township,0,0,0,DNR,"1,520",0,
Pennsylvania,Cities,St. Marys City,DNR,DNR,0,0,"13,012",0,
Pennsylvania,Cities,State College,1,0,0,0,"57,020",0,
Pennsylvania,Cities,Steelton,0,0,0,0,"6,018",0,
Pennsylvania,Cities,Stewartstown,0,0,0,0,"2,099",0,
Pennsylvania,Cities,Stockertown,DNR,DNR,0,DNR,932,0,
Pennsylvania,Cities,Stoneboro,0,0,DNR,DNR,"1,047",0,
Pennsylvania,Cities,Stonycreek Township,0,0,DNR,DNR,"2,826",0,
Pennsylvania,Cities,Stowe Township,0,0,0,0,"6,385",0,
Pennsylvania,Cities,Strasburg,0,DNR,DNR,DNR,"2,836",0,
Pennsylvania,Cities,Stroud Area Regional,0,0,0,0,"34,775",0,
Pennsylvania,Cities,Sugar Notch,0,0,DNR,DNR,990,0,
Pennsylvania,Cities,Sugarcreek,0,0,0,0,"5,273",0,
Pennsylvania,Cities,"Sugarloaf Township, Luzerne County",0,0,0,0,"4,225",0,
Pennsylvania,Cities,Summerhill Township,0,0,0,0,"2,452",0,
Pennsylvania,Cities,Summit Hill,0,0,0,DNR,"3,035",0,
Pennsylvania,Cities,Summit Township,0,0,0,0,"2,265",0,
Pennsylvania,Cities,Sunbury,0,0,0,DNR,"9,926",0,
Pennsylvania,Cities,Susquehanna,0,0,0,DNR,"1,640",0,
Pennsylvania,Cities,Susquehanna Regional,0,0,0,0,"7,833",0,
Pennsylvania,Cities,"Susquehanna Township, Dauphin County",0,0,0,0,"24,145",0,
Pennsylvania,Cities,Sutersville,0,DNR,DNR,DNR,604,0,
Pennsylvania,Cities,Swarthmore,0,0,0,0,"6,207",0,
Pennsylvania,Cities,Swatara Township,0,0,0,0,"23,464",0,
Pennsylvania,Cities,Sweden Township,0,DNR,DNR,DNR,873,0,
Pennsylvania,Cities,Swissvale,0,0,DNR,DNR,"9,018",0,
Pennsylvania,Cities,Swoyersville,0,0,0,0,"5,065",0,
Pennsylvania,Cities,Sykesville,0,0,0,DNR,"1,153",0,
Pennsylvania,Cities,Tamaqua,0,0,0,0,"7,080",0,
Pennsylvania,Cities,Tarentum,0,DNR,0,0,"4,546",0,
Pennsylvania,Cities,Tatamy,0,0,0,0,"1,208",0,
Pennsylvania,Cities,Taylor,0,0,0,0,"6,265",0,
Pennsylvania,Cities,Telford,0,0,0,0,"4,901",0,
Pennsylvania,Cities,Terre Hill,0,0,0,0,"1,307",0,
Pennsylvania,Cities,Throop,0,0,1,0,"4,089",0,
Pennsylvania,Cities,Tiadaghton Valley Regional,0,0,0,0,"6,722",0,
Pennsylvania,Cities,Tidioute,0,0,0,DNR,684,0,
Pennsylvania,Cities,Tilden Township,0,0,0,0,"3,610",0,
Pennsylvania,Cities,"Tinicum Township, Bucks County",0,0,0,0,"4,010",0,
Pennsylvania,Cities,"Tinicum Township, Delaware County",0,0,0,0,"4,101",0,
Pennsylvania,Cities,Tioga,0,0,0,0,674,0,
Pennsylvania,Cities,Titusville,0,0,0,0,"5,592",0,
